WONUM,DESCRIPTION,ABCWUA_ADDRESS,PERSONGROUP,ABCWUA_SERVAREA,LOCATION,ASSETNUM,ABCWUA_CALLNUM,ABCWUA_CALLNUM2,WORKTYPE,ABCWUA_SUBWT,ORIGRECORDID,STATUS,STATUSDATE,WOPRIORITY,REPORTDATE,ACTFINISH,ABCWUA_EQNUM,WOEQ1,MAXGISID,MAP_PAGE,PIPE_DIAMETER,PIPE_LENGTH,PIPE_MATERIAL,ABCWUA_MANHOLE_FRM,ABCWUA_MANHOLE_TO,FAILURECODE,PROBLEMCODE,CAUSE,REMEDY,ABCWUA_10CODE,ABCWUA_SPILLAGE,VENDOR,ESTLABHRS,ACTLABHRS,PARENT,RPTDATE_CALPERIOD,RPTDATE_DAYOFWEEK,RPTDATE_HROFDAY,RPTDATE_WEEKOFYEAR,WO_AGING_DAYS,AGING_PERIOD,AGING_PERIOD_COMP
11803003,10-42 tot 250-251,14217 TURNER CT NE,RECCL,AS,RPIPE,315663,251,250,CM,,78396,COMP,2/24/15 8:51,5,2/12/15 10:19,2/12/15 9:15,,,RPIPE306938,K-23,8,182,VCP,K23143,K23147,PIPE,OVERFLOW,RAGSRTS,CC,10-42,210,,0,1.5,,201502,THURSDAY ,10,7,12,0-30 DAYS,0-30 DAYS
11803775,233 (10-42) K11563-564 On call (AS),517 DOLORES DR SW,RECCL,AS,RPIPE,292021,233,230,CM,,78416,COMP,3/2/15 13:32,5,2/15/15 17:57,2/15/15 19:40,,Root Saw needed.,RPIPE283296,K-11,8,166,VCP,K11563,K11564,PIPE,OVERFLOW,GREASE,CC,10-42,50,,0,8,,201502,SUNDAY   ,17,7,15,0-30 DAYS,0-30 DAYS
11805718,10-40 TOT,7329 TICONDEROGA RD NE,RECCL,AS,RPIPE,276311,213,212,CM,,78409,COMP,2/24/15 8:45,4,2/18/15 17:44,2/13/15 17:40,,,RPIPE267586,D-20,8,253.37,VCP,D20623,D20721,PIPE,BACKUP,ROOTS,ROOTSAW,10-40,,,0,2.1666666667,,201502,WEDNESDAY,17,7,6,0-30 DAYS,0-30 DAYS
11806576,10-40 TOT 250 AS-Flush lns/res notified,11600 FREEWAY PL NE,RECCL,AS,RPIPE,316550,262,250,CM,,78466,COMP,3/9/15 12:41,5,2/20/15 6:44,2/20/15 3:30,,,RPIPE307825,K-21,8,236,VCP,K21574,K21573,PIPE,PROPDAM,GREASE,CC,10-48,,,0,2.6666666667,,201502,FRIDAY   ,6,8,17,0-30 DAYS,0-30 DAYS
11806883,10-42 TOT 250-262,1931 LA VETA DR NE,RECCL,AS,RPIPE,281007,262,250,CM,,78475,COMP,3/9/15 9:13,5,2/21/15 15:24,2/21/15 13:30,,Root Saw needed.,RPIPE272282,J-18,8,357,CP,J18411,J18418,PIPE,OVERFLOW,RTSGRS,CC,10-42,615,,0,6,,201502,SATURDAY ,15,8,16,0-30 DAYS,0-30 DAYS
11806887,10-42 TOT 250,11011 BALDWIN AV NE,RECCL,AS,RPIPE,270967,262,250,CM,,78476,COMP,3/9/15 9:19,5,2/21/15 16:15,2/21/15 14:45,,,RPIPE262242,H-21,8,195,CP,H21852,H21846,PIPE,OVERFLOW,RAGS,CC,10-42,810,,0,1,,201502,SATURDAY ,16,8,16,0-30 DAYS,0-30 DAYS
11807004,10-42/tot Unit 250,6400 MOSSMAN PL NE,RECCL,AS,RPIPE,276088,262,250,CM,,78479,COMP,3/9/15 9:22,5,2/22/15 18:50,2/22/15 18:15,,,RPIPE267363,G-18,8,317,CP,G18565,G18551,PIPE,OVERFLOW,RGSGRS,CC,10-42,10,,0,1.5,,201502,SUNDAY   ,18,8,15,0-30 DAYS,0-30 DAYS
11808113,10-42 sewer overflow tot 251,733 OMAHA ST NE,RECCL,AS,RPIPE,314416,251,250,CM,,78501,COMP,3/9/15 9:24,5,2/24/15 10:08,2/24/15 7:56,,,RPIPE305691,K-22,8,127,VCP,K22276,K22376,PIPE,OVERFLOW,GREASE,CC,10-42,100,,0,0.1666666667,,201502,TUESDAY  ,10,8,13,0-30 DAYS,0-30 DAYS
11810772,TOT UNIT 250 AS-flushed/cleaned lns,3911 VERANDA RD NE,RECCL,AS,RPIPE,267541,252,250,CM,,78549,COMP,3/30/15 7:48,5,3/1/15 14:23,3/1/15 14:30,,Grease - Use Turbo nozzle,RPIPE258816,G-17,8,238,CP,G17714,G17813,PIPE,OVERFLOW,GREASE,CC,10-42,285,,0,4,,201503,SUNDAY   ,14,9,29,0-30 DAYS,0-30 DAYS
11812541,1040 INSIDE TOT 250 - AS - 250 SENT CLEANING CREW,5401 GIBSON BLVD SE,RECCL,AS,RPIPE,281210,258,250,CM,,78601,COMP,3/25/15 8:42,4,3/4/15 15:31,3/4/15 11:20,,,RPIPE272485,L-18,8,330,CP,L18831,L18822,PIPE,BACKUP,RGSGRS,CC,10-40,,,0,0.3333333333,,201503,WEDNESDAY,15,9,21,0-30 DAYS,0-30 DAYS
11812661,10-42 TOT UNIT 260,1700 Lomas Blvd NE,RECCL,AS,RPIPE,285135,262,260,CM,,78602,COMP,3/30/15 8:35,5,3/4/15 17:55,3/4/15 15:58,,,RPIPE276410,J-15,8,424,VCP,J15885,J15882,PIPE,OVERFLOW,RAGS,CC,10-42,"3,700",,0,0.9333333333,,201503,WEDNESDAY,17,9,26,0-30 DAYS,0-30 DAYS
11813760,10-42 TOT 260,13305 WILDERNESS PL NE,RECCL,AS,RPIPE,276830,262,260,CM,,78616,COMP,3/30/15 9:03,5,3/6/15 16:08,3/6/15 11:45,,,RPIPE268105,F-23,8,578.69,PVC,F23371,F23262,PIPE,OVERFLOW,RTSGRS,CC,10-42,"4,350",,0,3.6,,201503,FRIDAY   ,16,10,24,0-30 DAYS,0-30 DAYS
11816977,10-40 TOT AS,204 VASSAR DR SE,RECCL,AS,RPIPE,281594,261,260,CM,,78664,COMP,3/25/15 8:24,4,3/10/15 9:42,3/10/15 11:22,,Root Saw needed.,RPIPE272869,K-16,8,310,VCP,K16641,K16542,PIPE,BACKUP,GREASE,CC,10-40,,,0,1.2333333333,,201503,TUESDAY  ,9,10,15,0-30 DAYS,0-30 DAYS
11816763,10-40 AS,4512 3RD ST NW,RECCL,AS,RPIPE,268062,262,260,CM,,78667,COMP,3/11/15 14:37,4,3/10/15 15:38,3/10/15 12:30,,Use Low PSI 700,RPIPE259337,G-14,8,350.6,VCP,G14181,G14183,PIPE,BACKUP,RAGS,CC,10-40,,,0,1.3333333333,,201503,TUESDAY  ,15,10,1,0-30 DAYS,0-30 DAYS
11818915,10-40 TOT 250 TOT 263,2301 DORA AVE NW,RECCL,AS,RPIPE,309023,263,250,CM,,78686,COMP,3/25/15 8:22,4,3/13/15 6:26,3/12/15 16:00,,,RPIPE300298,J-13,8,473,VCP,J13216,J13311,PIPE,BACKUP,RAGS,CC,10-40,,,0,3.1666666667,,201503,FRIDAY   ,6,11,12,0-30 DAYS,0-30 DAYS
11820204,10-40  // plumber said issue is in the street,2830 PRENDA DE ORO NW,RECCL,AS,RPIPE,310103,263,220,CM,,78713,COMP,3/25/15 8:20,4,3/16/15 6:21,3/17/15 0:38,,Root Saw needed.,RPIPE301378,H-11,8,383,VCP,H11014,G11913,PIPE,BACKUP,GREASE,CC,10-40,,,0,4.5,,201503,MONDAY   ,6,11,9,0-30 DAYS,0-30 DAYS
11820209,10-40 at alley TOT AS,2713 WASHINGTON ST NE,RECCL,AS,RPIPE,269396,251,250,CM,,78668,COMP,3/25/15 8:39,4,3/17/15 6:42,3/10/15 12:56,,,RPIPE260671,H-17,8,300,CP,H17344,H17343,PIPE,BACKUP,GREASE,CC,10-40,,,0,0.6666666667,,201503,TUESDAY  ,6,11,8,0-30 DAYS,0-30 DAYS
11820247,1040 inside tot 250/252,157 SANDIA VIEW RD NW,RECCL,AS,RPIPE,269251,252,250,CM,,78699,COMP,3/25/15 8:17,4,3/17/15 8:19,3/16/15 15:30,,,RPIPE260526,E-15,30,185.3999939,PVC,E15531,E15432,PIPE,BACKUP,RGSGRS,CC,10-40,,,0,13.1333333333,,201503,TUESDAY  ,8,11,8,0-30 DAYS,0-30 DAYS
11820475,10-42 TOT 260/262,3707 12TH ST NW,RECCL,AS,RPIPE,301232,264,260,CM,,78717,COMP,3/30/15 9:08,5,3/17/15 15:25,3/17/15 14:07,,,RPIPE292507,G-14,8,292,CP,G14404,G14405,PIPE,OVERFLOW,GREASE,CC,10-42,30,,0,2,,201503,TUESDAY  ,15,11,13,0-30 DAYS,0-30 DAYS
11820725,1040 INSIDE TOT 260/262 AS,621 ASPEN AVE NW,RECCL,AS,RPIPE,268157,262,260,CM,,78716,COMP,3/25/15 7:20,4,3/18/15 6:37,3/17/15 14:55,,,RPIPE259432,J-14,8,425,VCP,J14023,J14031,PIPE,BACKUP,SDGTGRVL,CC,10-40,,,0,5.8333333333,,201503,WEDNESDAY,6,11,7,0-30 DAYS,0-30 DAYS
11822404,255 (1042) H22014-025 (AS) On Call,11512 HUGHES AVE NE,RECCL,AS,RPIPE,277083,255,230,CM,,78750,COMP,3/30/15 9:28,5,3/21/15 9:09,3/21/15 12:00,,,RPIPE268358,H-22,8,280,VCP,H22025,H22014,PIPE,OVERFLOW,RAGS,CC,10-42,"2,000",,0,4.3333333333,,201503,SATURDAY ,9,12,9,0-30 DAYS,0-30 DAYS
11826884,10-40 tot 255,5721 Menaul NE,RECCL,AS,RPIPE,271206,255,250,CM,,78840,COMP,4/8/15 13:42,4,3/31/15 6:37,3/30/15 15:40,,Root Saw needed.,RPIPE262481,H-18,8,460,CP,H18432,H18334,PIPE,BACKUP,GREASE,CC,10-40,,,0,1.6666666667,,201503,TUESDAY  ,6,13,8,0-30 DAYS,0-30 DAYS
11828066,10-40 --- TOT 210 AS,3003 GENERAL STILLWELL ST NE,RECCL,AS,RPIPE,279488,251,210,CM,,78812,COMP,4/8/15 13:45,4,3/31/15 18:43,3/28/15 13:00,,,RPIPE270763,G-20,8,114,CP,G20922,G20923,PIPE,BACKUP,GREASE,CC,10-40,,,0,4.5,,201503,TUESDAY  ,18,13,8,0-30 DAYS,0-30 DAYS
